isbn,bookid,bookname,author,publish,releaseDate
978-7-01-011139-1,B_01011139_001,魏晋南北朝史,何兹全　张国安　著,人民出版社,1385827200000
978-7-01-011140-7,B_01011140_001,中国国民党史纲(上册),张同新　著,人民出版社,1346428800000
978-7-01-011140-7,B_01011140_002,中国国民党史纲（下册）,张同新　著,人民出版社,1346428800000
978-7-01-011154-4,B_01011154_001,远东战争风云　第壹卷,罗先明　著,人民出版社,1354291200000
978-7-01-011154-4,B_01011154_002,远东战争风云　第贰卷,罗先明　著,人民出版社,1354291200000
978-7-01-011154-4,B_01011154_003,远东战争风云　第叁卷,罗先明　著,人民出版社,1354291200000
978-7-01-011154-4,B_01011154_004,远东战争风云　第肆卷,罗先明　著,人民出版社,1354291200000
978-7-01-011165-0,B_01011165_001,清代文献辨伪学研究（上）,佟大群　著,人民出版社,1354291200000
978-7-01-011165-0,B_01011165_002,清代文献辨伪学研究（下）,佟大群　著,人民出版社,1354291200000
978-7-01-011167-4,B_01011167_001,皎然诗学渊源考论,甘生统　著,人民出版社,1346428800000
978-7-01-011176-6,B_01011176_001,中国古典传记文学的生命价值,张新科　著,人民出版社,1354291200000
978-7-01-011178-0,B_01011178_001,中国古代统治思想研究,张分田　著,人民出版社,1377964800000
978-7-01-011180-3,B_01011180_001,宋以后宗族的形成及地域比较,常建华　著,人民出版社,1377964800000
978-7-01-011184-1,B_01011184_001,渐进与跨越：明清以来庐山开发研究,龚志强　著,人民出版社,1351699200000
978-7-01-011189-6,B_01011189_001,毛泽东与共和国非常岁月,高中华　尹传政　著,人民出版社,1356969600000
978-7-01-011220-6,B_01011220_001,走出治理破碎化困境：法国地方政府改革研究,上官莉娜著,人民出版社,1351699200000
978-7-01-011221-3,B_01011221_001,中国新诗发生论稿,许霆　著,人民出版社,1354291200000
978-7-01-011223-7,B_01011223_001,红豆赤子——新儒商周海江,伊乐　著,人民出版社,1346428800000
978-7-01-011228-2,B_01011228_001,帝国黄昏：徘徊在近代门槛的中国社会,陈连营　著,人民出版社,1351699200000
978-7-01-011234-3,B_01011234_001,南宋史及南宋都城临安研究（续）上,辛薇　主编,人民出版社,1367337600000
978-7-01-011234-3,B_01011234_002,南宋史及南宋都城临安研究（续）下,辛薇　主编,人民出版社,1367337600000
978-7-01-011236-7,B_01011236_001,秦汉魏晋法制探微,曹旅宁　著,人民出版社,1354291200000
987-7-01-011242-8,B_01011242_001,倾听人生,王连登　著,人民出版社,1351699200000
978-7-01-011243-5,B_01011243_001,边疆与中国现代社会研究（上）,罗群　主编,人民出版社,1364745600000
978-7-01-011243-5,B_01011243_002,边疆与中国现代社会研究（下）,罗群　主编,人民出版社,1364745600000
978-7-01-011244-2,B_01011244_001,南宋藏书史,方建新　著,人民出版社,1364745600000
978-7-01-011251-0,B_01011251_001,当代雷锋:郭明义,中共辽宁省委宣传部　编,人民出版社,1362067200000
978-7-01-011275-6,B_01011275_001,郭沫若研究年鉴（2011卷）,《郭沫若研究年鉴》编委会　编,人民出版社,1349020800000
978-7-01-011276-3,B_01011276_001,黄炎培与毛泽东周期率对话——忆父文集,黄方毅　著,人民出版社,1351699200000
978-7-01-011282-4,B_01011282_001,阎锡山回忆录,阎锡山　著　,人民出版社,1351699200000
978-7-01-011284-8,B_01011284_001,2050年的亚洲,[美]考利等　著,人民出版社,1349020800000
978-7-01-011288-6,B_01011288_001,明代宋史学研究,吴漫　著,人民出版社,1349020800000
978-7-01-011290-9,B_01011290_001,毛泽东评述中国历史名人名著,邸延生　著,人民出版社,1356969600000
978-7-01-011312-8,B_01011312_001,女真英雄,明继学　著,人民出版社,1359648000000
978-7-01-011313-5,B_01011313_001,曾侯乙墓礼乐制度研究,黄敬刚　著,人民出版社,1362067200000
978-7-01-011314-2,B_01011314_001,江南园林艺术史,王琴　陈雄　著,人民出版社,1351699200000
978-7-01-011315-9,B_01011315_001,《西游记》版本源流考,曹炳建　著,人民出版社,1349020800000
978-7-01-011334-0,B_01011334_001,宋代手工业组织研究,徐东升　著,人民出版社,1354291200000
978-7-01-011335-7,B_01011335_001,20世纪上半期哈尔滨犹太人的宗教生活与政治生活,王志军　李薇　著,人民出版社,1364745600000
978-7-01-011352-4,B_01011352_001,民国时期西南大区区划演进研究,张轲风　著,人民出版社,1349020800000
978-7-01-011353-1,B_01011353_001,北京交通史,王岗　主编,人民出版社,1354291200000
978-7-01-011356-2,B_01011356_001,中华平民英雄（2002—2012）,中华见义勇为基金会　编,人民出版社,1372608000000
978-7-01-011358-6,B_01011358_001,俄罗斯石油：过去、现在与未来,[俄]В.Ю. 阿列克佩罗夫　著,人民出版社,1354291200000
978-7-01-011366-1,B_01011366_001,何遂遗踪：从辛亥走进新中国,何达　王苗　主编,人民出版社,1351699200000
978-7-01-011387-6,B_01011387_001,中国运河文献书目提要,王云　李泉等　著,人民出版社,1349020800000
978-7-01-011389-0,B_01011389_001,元明清西南边疆特殊政区研究,陆韧　凌永忠　著,人民出版社,1359648000000
978-7-01-011403-3,B_01011403_001,近代福建教会学校教育研究,陈明霞　著,人民出版社,1349020800000
978-7-01-011405-7,B_01011405_001,解放区戏剧研究,贾冀川　著,人民出版社,1364745600000
978-7-01-011407-1,B_01011407_001,体育与文学、艺术,王俊奇　著,人民出版社,1351699200000
978-7-01-011444-6,B_01011444_001,六朝抒情小赋概论,池万兴　著,人民出版社,1359648000000
978-7-01-011464-4,B_01011464_001,教育市场化——转型期俄罗斯高等教育改革研究,刘省非　著,人民出版社,1362067200000
978-7-01-011478-1,B_01011478_001,杜尚的艺术,林泉　著,人民出版社,1354291200000
978-7-01-011481-1,B_01011481_001,文艺复兴时期欧洲经济体的兴衰：以呢绒生产与贸易为视角,朱明　著,人民出版社,1354291200000
978-7-01-011492-7,B_01011492_001,中国古代行政程序研究,柳正权　著,人民出版社,1351699200000
978-7-01-011498-9,B_01011498_001,吐蕃地名研究,叶拉太　著,人民出版社,1349020800000
978-7-01-011500-9,B_01011500_001,青海古代游牧社会历史演进研究,丁柏峰　著,人民出版社,1349020800000
978-7-01-011502-3,B_01011502_001,敦煌契约文书语言研究,陈晓强　著,人民出版社,1354291200000
978-7-01-011511-5,B_01011511_001,客家、福佬源流与族群关系研究,谢重光　著,人民出版社,1356969600000
978-7-01-011515-3,B_01011515_001,对决死神,尹书君　著,人民出版社,1354291200000
978-7-01-011516-0,B_01011516_001,请叫我“许三多”,郝东方　著,人民出版社,1354291200000
978-7-01-011533-7,B_01011533_001,活着的100 个理由,钱敏丹　著,人民出版社,1354291200000
978-7-01-011534-4,B_01011534_001,中国美术经济史,李向民　著,人民出版社,1362067200000
978-7-01-011540-5,B_01011540_001,苏武精神与儒家伦理,苏振武　著,人民出版社,1356969600000
978-7-01-011543-6,B_01011543_001,最后的天朝：清代朝贡制度研究,何新华　著,人民出版社,1354291200000
978-7-01-011551-1,B_01011551_001,中国古代绘画价格论稿,李万康　著,人民出版社,1354291200000
978-7-01-011559-7,B_01011559_001,唐寅研究,邓晓东　著,人民出版社,1354291200000
978-7-01-011560-3,B_01011560_001,美帝国的崩溃：过去、现在与未来,[挪威]约翰·加尔通　著,人民出版社,1364745600000
978-7-01-011563-4,B_01011563_001,俄国文学史（上册）,[俄罗斯]米尔斯基　著,人民出版社,1356969600000
978-7-01-011563-4,B_01011563_002,俄国文学史（下册）,[俄罗斯]米尔斯基　著,人民出版社,1356969600000
978-7-01-011576-4,B_01011576_001,华南两大族群文化人类学建构：重绘广府文化与客家文化地图,谭元亨　著,人民出版社,1346428800000
978-7-01-011578-8,B_01011578_001,先秦社会思想研究(上),孟天运　著,人民出版社,1354291200000
978-7-01-011578-8,B_01011578_002,先秦社会思想研究(下),孟天运　著,人民出版社,1354291200000
978-7-01-011585-6,B_01011585_001,历史观念——实践历史哲学的建构,李杰　著,人民出版社,1364745600000
978-7-01-011602-0,B_01011602_001,粟裕征战录,于化庭　著,人民出版社,1362067200000
978-7-01-011632-7,B_01011632_001,明世宗传,卜键　著,人民出版社,1356969600000
978-7-01-011636-5,B_01011636_001,明世宗传,卜键　著,人民出版社,1356969600000
978-7-01-011639-6,B_01011639_001,宋代刑事审判权制约机制研究,陈玉忠　著,人民出版社,1375286400000
978-7-01-011641-9,B_01011641_001,中国法的源与流,武树臣　著,人民出版社,1370016000000
978-7-01-011649-5,B_01011649_001,温州文化,金凡平　方立明　等著,人民出版社,1359648000000
978-7-01-011652-5,B_01011652_001,格林兄弟,[德]斯特芬·马尔图斯　著,人民出版社,1375286400000
978-7-01-011653-2,B_01011653_001,古小说中的墓葬叙事研究,张玉莲　著,人民出版社,1367337600000
978-7-01-011663-1,B_01011663_001,北京民族史,许辉　主编,人民出版社,1364745600000
978-7-01-011686-0,B_01011686_001,乱世中的优雅,高峰　著,人民出版社,1356969600000
978-7-01-011691-4,B_01011691_001,元曲与民俗（上）,陈旭霞　著,人民出版社,1364745600000
978-7-01-011691-4,B_01011691_002,元曲与民俗（下）,陈旭霞　著,人民出版社,1364745600000
978-7-01-011695-2,B_01011695_001,托克维尔回忆录,(法)托克维尔(Tocqueville)　著．,人民出版社,1356969600000
978-7-01-011699-0,B_01011699_001,《旧制度与大革命》导读,张茗　著,人民出版社,1356969600000
978-7-01-011700-3,B_01011700_001,欧洲形成中的亚洲第三卷·发展的世纪（第一册）（上）,（美）拉赫　（美）克雷　著,人民出版社,1362067200000
978-7-01-011700-3,B_01011700_002,欧洲形成中的亚洲第三卷·发展的世纪（第一册）（下）,（美）拉赫　（美）克雷　著,人民出版社,1362067200000
978-7-01-011700-3,B_01011700_003,欧洲形成中的亚洲第三卷·发展的世纪（第二册）,（美）拉赫　（美）克雷　著,人民出版社,1362067200000
978-7-01-011700-3,B_01011700_004,欧洲形成中的亚洲第三卷·发展的世纪（第三册）,（美）拉赫　（美）克雷　著,人民出版社,1362067200000
978-7-01-011700-3,B_01011700_005,欧洲形成中的亚洲第三卷·发展的世纪（第四册）,（美）拉赫　（美）克雷　著,人民出版社,1362067200000
978-7-01-011701-0,B_01011701_001,欧洲形成中的亚洲第二卷·奇迹的世纪（第一册）,[美]拉赫　著,人民出版社,1362067200000
978-7-01-011701-0,B_01011701_002,欧洲形成中的亚洲第二卷·奇迹的世纪（第二册）,[美]拉赫　著,人民出版社,1362067200000
978-7-01-011701-0,B_01011701_003,欧洲形成中的亚洲第二卷·奇迹的世纪（第三册）,[美]拉赫　著,人民出版社,1362067200000
978-7-01-011702-7,B_01011702_001,欧洲形成中的亚洲第一卷·发现的世纪（第一册）（上）,[美]拉赫　著,人民出版社,1362067200000
978-7-01-011702-7,B_01011702_002,欧洲形成中的亚洲第一卷·发现的世纪（第一册）（下）,[美]拉赫　著,人民出版社,1362067200000
978-7-01-011702-7,B_01011702_003,欧洲形成中的亚洲第一卷·发现的世纪（第二册）,[美]拉赫　著,人民出版社,1362067200000
978-7-01-011705-8,B_01011705_001,白求恩在西班牙,[加拿大]罗德里克·斯图尔特　[西班牙]赫苏斯·麦哈德　著,人民出版社,1385827200000
978-7-01-011724-9,B_01011724_001,公羊学发展史,黄开国　著,人民出版社,1362067200000
978-7-01-011728-7,B_01011728_001,奎章阁文人群体与元代中期文学研究,邱江宁　著,人民出版社,1370016000000
978-7-01-011746-1,B_01011746_001,读一点清史,李洪峰　主编,人民出版社,1362067200000
978-7-01-011754-6,B_01011754_001,古史新探,程民生　主编,人民出版社,1364745600000
978-7-01-011788-1,B_01011788_001,绝望创造希望：朴槿惠的传奇人生,[韩]金炳完　著,人民出版社,1362067200000
978-7-01-011802-4,B_01011802_001,忠魂永驻海天间：记“航空工业英模”罗阳,中国航空工业集团　卢锐锋　郁致原　等编写,人民出版社,1362067200000
978-7-01-011804-8,B_01011804_001,难忘第二故乡——云南芒市知青岁月,中国人民政治协商会议云南省芒市委员会　编,人民出版社,1364745600000
978-7-01-011811-6,B_01011811_001,北京历史文化研究,王岗　主编,人民出版社,1364745600000
978-7-01-011845-1,B_01011845_001,一生专注自己,朱新月　著,人民出版社,1367337600000
978-7-01-011846-8,B_01011846_001,寻找第四只苹果的人,王成玉　柯琳娟　著,人民出版社,1367337600000
978-7-01-011847-5,B_01011847_001,公民时代的欧洲教育典范,[德]曼弗雷德·富尔曼　著,人民出版社,1367337600000
978-7-01-011874-1,B_01011874_001,徘徊在新、旧外交之间：20世纪20年代日本外交史论,祝曙光　著,人民出版社,1372608000000
978-7-01-011903-8,B_01011903_001,新中国成立初期中国红十字会研究（1949-1956）,徐国普　著,人民出版社,1370016000000
978-7-01-011905-2,B_01011905_001,我心飞翔：雷庆瑶,成都电视台庆瑶工作室　策划　雷庆瑶　著,人民出版社,1372608000000
978-7-01-011906-9,B_01011906_001,北京水利史,吴文涛　著,人民出版社,1364745600000
978-7-01-011907-6,B_01011907_001,全球化与中东城市发展研究,车效梅　著,人民出版社,1364745600000
978-7-01-011909-0,B_01011909_001,中世纪维吾尔社会,拓和提·莫扎提　著,人民出版社,1364745600000
978-7-01-011911-3,B_01011911_001,人性与社会发展——兼论气候变化等对文明发展的影响,程明道　著,人民出版社,1364745600000
978-7-01-011916-8,B_01011916_001,“革命加恋爱”现象与左翼文学思潮研究,熊权　著,人民出版社,1385827200000
978-7-01-011920-5,B_01011920_001,陈独秀现代化思想研究,郑丽平　著,人民出版社,1367337600000
978-7-01-011925-0,B_01011925_001,邓恩铭文集,邓恩铭　著,人民出版社,1364745600000
978-7-01-011929-8,B_01011929_001,口述历史门径（实务手册）,陈墨　著,人民出版社,1364745600000
978-7-01-011936-6,B_01011936_001,毛泽东成功之道,孙宝义　刘春增　邹桂兰　编著,人民出版社,1370016000000
978-7-01-011945-8,B_01011945_001,清末社会危机与政府应对,苏全有　著,人民出版社,1372608000000
978-7-01-011949-6,B_01011949_001,左权传,王孝柏　刘元生　著,人民出版社,1364745600000
978-7-01-011954-0,B_01011954_001,情系太空——中国导弹、卫星、运载火箭和飞船的开拓者任新民,吴树利　朱钰华　著,人民出版社,1370016000000
